Ticker,Average Stock Price
AAL,13.864285714285714
AAPL,251.83428571428573
BYND,67.64928571428571
DIS,96.85142857142856
DTE,90.56285714285714
F,5.089285714285714
MCD,161.47714285714287
MSFT,146.56714285714287
NKE,74.72928571428572
TSLA,499.96071428571423
UBER,23.33142857142857
V,159.38642857142855
VOO,229.93428571428572
XOM,36.587857142857146
